HITID,index,comment_index,comments,keys,Worker1,Answer1,Worker2,Answer2,Worker3,Answer3,Worker4,Answer4,Worker5,Answer5,Avg,Date
32TZXEA1OLKEISFE3TX9S3Q82O1144,179,99,"JeroenB made a great point about the GTD part of this app. I would really love this to be more of a app that can handle most that functionality without the need for too many 3rd party apps to check into such as RTM rememberthemilk, wunderlist, evernote, etc.. I would love to see when checklists and more features are available like custom categories morning specific tasks, night tasks. Also when choosing how a taskhabit repeats itself Like setting the specific time of the day it may have to be completed by. Or inversely, that it must be complete or not complete, ie quitting cigarettes within a certain amount of days, weeks, or months a certain amount times it may have to be completed in that time frame. In my opinion, these kinds of features would effectively replace the necessity to use most of the other 3rd party apps. I think the only other app I would use is Google Calender, which I wish I can set up with he Habits section mobile app functionality can use location base to detect if I followed the weekday work habit, and once I check in at work can do worklocation based todos or homebased todos at home etc... and if Google Tasks eventually syncs with HabitRPGs Todos. drool",197254176,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,AKJ8CNFZH73K6,0,ANMWPCK7TJMZ8,0,0,2015-06-15 08:41:43 UTC
39TX062QX1O1QXH3A8DXD723T3IX35,847,36,I have the same question. What is the new delivery expectation,904953446,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A3Q92WMGIHEPSD,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:56:04 UTC
375VSR8FVW9IEU2KMG2ESQLU7HWZR8,871,84,"The switch between PLA and ABS should only be a quick switch out of the auger and some setting changes as was stated. I will normally be using PLA, but I do have a need for some ABS from timetotime. So, switching or setting up for the different materials will not be happening on a regular basis. Even if you only plan to use one material, having both options provides you the ability to make either if the need arises in the future.",931234820,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:47:53 UTC
3M47JKRKCX1A8F3DL2Z34BXUCLC86F,771,337,Well my reservoir is mailed out for delivery. Hopefully it will be there when I get homefrom class. Hopefully it is fully functional and free from defects so I can put this project behind me.,842797490,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,0,A3KOVCQYR8K3HY,0,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,0,0,2015-06-15 08:30:20 UTC
3APP19WN71EP1U9V40BRWOES04PG63,698,20,would you consider allowing multiple award if we pledge multiples of the pledge level,766346579,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 07:23:16 UTC
3XDSWAMB22S5U0CAHNT6C2A42D9QC0,986,38,"Hi Backers For those of you asking about the new mount, its been produced and we will start shipping them at the end of the week. Please send us an email at supportrideye.com if youd like one!",1059192052,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 08:37:31 UTC
35ZRNT9RUIYEWO3B9HQ1UUBAHZEO3S,235,0,"Hi Mark and all of our backers, Please be assured that our next update will be coming soon within a week or so. We are making tremendous progress, and all specifics will be communicated on the next update as you deserve. We cant wait to share our next update which will feature lots of cool news. Thanks for your continued patience. Thank you kindly as always!, The FreeWavz Team",249714880,A1PE0077HI218F,0,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:32:01 UTC
3MVY4USGB6N8KJDN11EXI5N0X6ESIT,60,1,"John, What soldering paste do you recommend  both leaded and lead free Thanks, Rick",57417711,A1PE0077HI218F,0,A1T79J0XQXDDGC,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A3KOVCQYR8K3HY,0,0,2015-06-15 08:31:33 UTC
38DCH97KHH2S2EIGRFASZ6NZSXIQJE,424,165,"Dear The WiPY looking on the PCB I do not see an PCB antenna, do I need something external Did you do or will you do FCC, CE certifications Thanks a lot Gerhard",439986154,A16U1L4R6WV5G2,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 07:38:22 UTC
3TKXBROM5TAFLGUXE75JQ4WD1N1IJ3,502,5,"I have one suggestion for you, to improve the iOS app. My iDo records zero degrees several times per day, at uneven intervals. This happens while it is attached to my body. The problem is that the history graph in the app scales according to the false zero values, so my graph is always scaled 0  36 degrees celsius. That means low resolution. I would like the graph scale to be more like 30  36 degrees celsius. If the graph could ignore the zero values, and display zero as an opening in the graph, it would be great. Thanks.",526982221,A1PE0077HI218F,0,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:36:23 UTC
37NXA7GVST6Q2C2XGZGFL8ZZDE2VLF,991,8,Can we have an update please,1064388253,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 08:23:42 UTC
3C8QQOM6JP1LG6IXHSHW6J955C6LI8,763,5,Friedrich I work mostly with Ubuntu these days but I do some with Fedora and Debian. Since Ubuntu is based on Debian that package will probably work. I do have a WindowsXP VM but i rarely ever need to fire it up.,834525485,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:23:24 UTC
3YGYP136419OX5O1JSRKX3ELX3ORNJ,863,1105,Any chance of an Update,922417514,A1PE0077HI218F,0,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,0,A2BO8M77CS3SGZ,0,0,2015-06-15 08:41:32 UTC
3UEDKCTP9VQD7GJJD11Y0U6H2WQ7KW,154,20,can you check on my nope thank,167220657,A2RD843ESYKRP2,0,A32QBXDPHHSTOD,0,A3CFNUD7VR2E1E,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:29:25 UTC
3MJ9GGZYO36092DRVY7EAPMDM4AA24,904,9,"Im sorry I havent posted an update recently. I have been working away on manufacturing. I should have those shipped by the end of April. The box manufacturer had some significant delays, causing delays on my side. The boxes are on the way to me now, so I can finalize everything and get them shipped.",972089406,A18JA2145UWXG,0,A1V6P1ZE6Q8YEW,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:55:08 UTC
3OLZC0DJ8JFOCBURVWJ2TS77WA8VI1,963,20,"John  Just contacted a couple of other backers and they confirmed that their PicassoBots are also writing backwards and they modified their code to compensate. There were two batches of metal gear motors from different vendors  but supposedly same manufacturer that we used so I can only think that not all servo motors are set to turn the same direction. I am looking at the code now to see if there is a quick way to compensate without knowing about the servo, otherwise I will post the fix that has been done.",1040878107,A18JA2145UWXG,0,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:11:31 UTC
306996CF6WKY3R0NI87W0HWECGI1BA,453,14,"Hi Elmo, I wasnt clear about the shipping backers dont pay shipping on any rewards they select. KinderLab Robotics pays the shipping anywhere in the world. In fact, free shipping is a benefit to backing our Kickstarter instead of buying from our website where shipping is not free. On the other hand, if you could add a few dollars to your pledge for shipping internationally, it would help us out, but is not required. I hope that is more clear. Cheers, Mitch",471758740,A1T79J0XQXDDGC,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 08:01:09 UTC
3JY0Q5X05J6RYNY1GDKD8FRHUISGG5,575,29,David Yes I could create a CUSTOM NFC Card with the Bitcoin logo. Programming a NFC Tag to autolaunch an application is possible using the app NFC Tagwriter by NXP. It uses the app install name to let any Android phone to install it or be redirected to the Google Play store install page. Im not familiar with the Circle app and how the bitcoin payments operate. The other option you have is programming the NFC Tag to launch a website that allows users to pay via bitcoin. There are definitely plugins or websites with services that should make this easy to implement. Always glad to see NFC replacing UGLY QR codes. Superior design  user experience will always make them the better choice.,614294427,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:24:41 UTC
32L724R85LKB7RXV9KA3N0IPAM7IP3,745,16,Nooooo sold out of the legendary heroes!!!! Oh well. Maybe Scott will make additional LH packages available. crosses fingers,819152615,A1PE0077HI218F,1,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3CFNUD7VR2E1E,-1,A9K0CV70JWG1W,0,0,2015-06-15 08:38:58 UTC
32K26U12DNO740E53IIR2VRU450DVH,560,94,"No I meant physical IO there is a wireless connection and the basic version has the complete dashboard functionality. It also has a USB port for initially setting up the WiFi connection and for powering the device. We just werent counting on people using the base version for any custom work. I guess you could access the base version via the REST web service interface to get basic sensor data and alarms. Once again we werent planning on documenting that. The base version does not have the raspberry pi so it does not run apache, it does have an httpd server but with limited memory and computing power. Most of the dashboard code is in javascript and JQuery libraries and can be server from our web site, so the internal httpd server on the base version is just sending the page framework and the data stream. Why dont you tell me what you have in mind to do. Maybe I can be more specific then. I think you could probably do ok working with the base if you could use the REST api but the Pro version is set up to make that a lot easier and we are going to supply some code to get you started etc. Ill do what I can to work with you .",591103944,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:58:35 UTC
3XQ4XW3OD9C49YZLCYT5VPGJ8AGS2H,968,8,"SidB Hi Sid send me details smstextaddict at gmail Ill look into it. My next board Ive just designed isnt so much educational but more useful but thats all I can say on that but I have three other boards at various stages, two to that can added to this one, thats the plan anyway.",1048647307,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:24:12 UTC
3ACRLU860NEXNSUZUW2B71F81PKEB4,22,48,Hi! 1 Can the Easy Air plug shield be a RF emitter for example to transmit information through RF to another gadget 2 Can the Easy Air plug shield receive RF information from other soucers apart from your transmitters 3 Will you create tutorials to teach people how to take advantage of the create sensor Thanks in advance.,22580431,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A2QLSHXNCHBRN4,0,A9K0CV70JWG1W,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:39:36 UTC
3YGE63DIN8XQK5DGHGZS9QQPHPTW0H,728,2,Is it possible to purchase an additional grinding ring to go along with the one that I will already be getting We have two different preferred hollows in my family.,805504897,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,0,0,2015-06-15 07:50:58 UTC
3SMIWMMK61560RPWFNDCYXEWXEWUWH,656,7,"Hello Peter, I packed the the Patron level and pledge 55 to get the tshirt to be shipped to Kuwait, but where do I write my address",712099821,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,ANMWPCK7TJMZ8,0,0,2015-06-15 08:26:11 UTC
3VDI8GSXAFTC58SJXF8PG2AJ6ZF8GH,336,73,O  Japan,353838333,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,0,0,2015-06-15 08:23:50 UTC
334ZEL5JX6FIG5OQZWR222JM9FDSOO,939,291,Rafael  if you look at the video you will see the special faceplate for iphone 6 shows the camera pointing out.,1013408690,A16U1L4R6WV5G2,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:42:04 UTC
39WICJI5ATSQVSHIBQ1IASIE13HZ35,214,0,creator check your PM,234803701,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:42:10 UTC
3SR6AEG6W5T5KAECUPO10FAMEEVHY3,113,601,"Larry Ho, If i use the Geek for lineout only, which Geek model is the best. I understand that, as a general rule of thumb, the best preamp performance is obtained when volume control is around 11 oclock position or thereabout, for normal listening volume. If the lineone out voltage is too high, then i wont achieve the best preamp performance. Can you advise ",111355491,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,0,A3HW4QDJB63OQ2,0,A3Q92WMGIHEPSD,0,A9K0CV70JWG1W,0,0,2015-06-15 08:02:55 UTC
32CXT5U14G3VAQTEHKX6KHBAF7TU82,824,32,Jamie Andres Morales  Which WiFi Withings product They have a camera and a scale and we want to make sure we consider the correct product.,887974953,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:37:08 UTC
3TL87MO8CMP16FG7GKBB3MWDPKELFH,534,61,"Creator. Rephrasing my second question. Also, kindly reply to my query below. Also, how does the app differentiate or know between the luggage is far away due to being stolen or transported to the aircraft or other transports",561044989,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:22:02 UTC
38RHULDV9YF1R0UWL6OYFUQL3JAIWY,213,42,"Geekjeff  As we said below, we hope Brik Case will work for older models as well. Were sincerely sorry that we cant officially support the A1369 initially. We want to support it. Its in our best interest to make Brik Case available to as many people as possible. We simply dont have the tech specs for those models or the hardware to test on. Regarding the prototypes...have you been following our Twitter and Instagram We have 2 prototypes. One is definitely not photoworthy  The one you see on our Facebook, Twitter, and Instagram is the other one. If those photos arent sufficient, well be happy to upload more. Keep in mind it is a prototype though. We have a ton of ideas were working on to improve the design for final manufacturing.",231530837,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 08:17:03 UTC
3WA2XVDZEMHRHGD4Y5L3WLTGNOB6ED,526,20,Hi Jrg. My package is also at Frankfurt customs by 25th of March....,554423721,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A1ZFUBB7KVAT4G,0,A2RD843ESYKRP2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:23:45 UTC
31ANT7FQN827IM4SJNJ4PICTJ9R5HB,481,9,"I just checked the speaker list, and decided to increase so I can get them all. I wish I could go! TAPR by Proxy. I wish you could do these in 1080p. ",503249395,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AXMPSUNKUBEIL,0,0,2015-06-15 08:05:48 UTC
3MNJFORX8B4N4QDMOXV4MX0G3UE5FD,669,34,httpgraymatterforge.comassetsprojects8DigitI2CBreakoutimages7218.sch,723670823,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:49:52 UTC
3OEWW2KGQJBCEG5826WD73XM8C3DOF,708,0,Anyone know the status of this project,776496128,A18JA2145UWXG,0,A291KO368YRYCR,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:01:28 UTC
3HXCEECSQMTRBVE60BU80MERA4BZYA,936,59,Could this possibly be used to colour calibrate a LCD screen,1010535635,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A3KOVCQYR8K3HY,0,A9K0CV70JWG1W,0,0,2015-06-15 07:53:42 UTC
34D9ZRXCYRUTE1UPPDMK17ZHKY8SAO,430,16,Yes i too require build instructions as alot of these parts are not fitting very well. Step 1 of youtube video the screws provided the washers give clearance issues. Servo discs provided are too big the length of the thread on hex nylon rods are too short either 3d printer is printing too thick or rods need to be shorter.... I recieved a white gyro and ultrasonic sensor mount when my kit is red and black...,446551142,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A3UWM3KJYEL5XU,0,A9K0CV70JWG1W,0,0,2015-06-15 08:39:11 UTC
33W1NHWFYHLVU9FCQ579S5MCV2TZTL,92,143,"3 Questions  Would it be possible to order multiple knobs only  Would the app have features like a timer, so that I could turn off the stove automatically in 5 minutes  Would there be an API, so that I could write my own hacks on top of the devices",93094198,A1PE0077HI218F,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 08:33:09 UTC
3RBI0I35XE3QQ27DF4ZZWL9CV9E3YJ,263,7,Hows the delivery coming along Any updates on schedule for the non purple ones,275532205,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,0,0,2015-06-15 08:22:28 UTC
3JUDR1D0D6RSWIK8KU400P1IQMWQ2R,93,29,"I have a few questions that I didnt see answered in yor video or project description 1 will the future expansion modules be as outdoor ready as main unit and how will it connect 2 you mention future plans for a smartphone app to avoid port forwarding, but if there is no cloud service, how would you avoid it 3 what type of authentication will web interface support to limit access 4 as a dabbler in home control and automation, will there any interface or documented methods to read or change settings or other ability to handoff alerts i have a twelve station controller all in use so would be interested in expansion capabilities. Thanks in advance for your answers and good luck.",93266961,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,0,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,0,0,2015-06-15 08:37:16 UTC
3W9XHF7WGKV05EGQQ44Z5QYZRTHKTL,135,2,"Ive uploaded the first release of my Perf editor to httpsgithub.comMyndalePerfy in case anyone is interested in having a play andor being a tester. The binaries folder contains a standalone installer while the inapp help function contains details on how to use it. All feedbackbug reports etc welcome. Ben, will the new site have a forum or wiki for us to share things like this and our Perf projects",133238974,A16U1L4R6WV5G2,0,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:44:43 UTC
39TX062QX1O1QXH3A8DXD723T3K3XD,218,11,"Hi Tyler, Any info regarding my shipment or refund Im an international backer so I guess it will end up being a refund, but I have not yet received a confirmation on this so I will be thankful if you can provide. Best regards.",237968330,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:55:13 UTC
3LVTFB9DE5IIBCSFJ9PP2TVJ051QGA,608,2603,"Anthony Thanks for your questions. We mentioned earlier that we dont have any profit margins for the Arist as its the cost. And the original cost for an Arist is based on our goal of 120k for about 400 machines. As we are now over 600 of our goal and we need to make over 2000 machines, manufacturers will give us a better price. That being said, the extra money creates a buffer for us and allows us to work on the stretch goals. Any relevant information concerning budget will be shared with our investors after the campaign. Rio Thanks",650012718,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3KOVCQYR8K3HY,1,A9K0CV70JWG1W,-1,AQR70X1KIOP6B,0,0,2015-06-15 08:18:14 UTC
33P2GD6NRNSA05PVQANAR7VBGZMKHB,805,5,"Hi Sergio, It hasnt gone out yet  since we can only send one see below we want to make sure it includes everything. Best Regards, Bob",871608996,A1T79J0XQXDDGC,0,A32QBXDPHHSTOD,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:32:36 UTC
3PGQRAZX02KUAJSS5J004THONPCYS5,734,880,"Rees Regarding side panels, even if I wait to get the laser upgrade probably will wait Im guessing the panels would help dampen the sound of the printer. It sounds a lot louder than Id expect. Adding side panels may lower the noise only if the printer is completely covered. We consider to try it in the future. The noise is mainly caused by the fan and motors. It is inevitable, but we will do the same demo with our Prototype V to check if there is an improvement. Actually, we tried other printers before. We think the noise caused by FLUX is relatively small.  Shawn",810165319,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,0,A291KO368YRYCR,0,A3HW4QDJB63OQ2,0,AXMPSUNKUBEIL,0,0,2015-06-15 08:03:43 UTC
37ZQELHEQ0YX0PB9EKV3B4KBRGQNMS,638,171,"Cody Bridges, At the moment ICLOAK will not display any external drives as a security precaution. As of the last Alpha version ICLOAK will just ignore all external devices, let us know if youevery one reading this really want this feature and well take a look at what we can do security wise to keep you protected and have an external drive on.",687857662,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,0,0,2015-06-15 07:56:21 UTC
32W3UF2EZOLY5VPCJQMT9Z9Z6LSC45,346,223,Your estimated delivery is this month  August and I still havent received the survey. Any idea when the survey will be sent out and delivery date,367916420,A1PE0077HI218F,1,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,-1,A9K0CV70JWG1W,0,0,2015-06-15 08:28:03 UTC
3GONHBMNHVYRHEPSH86X6RRK1UXZMK,35,17,Im considering adding a reward tier for a Huxley full kit. I would be able to print the parts but need to souce out the hardware and electronics. Would anyone be interested in that reward,30154863,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,0,AQR70X1KIOP6B,0,0,2015-06-15 07:59:27 UTC
3D17ECOUOEVT0WWA3FSQIYY2OO431K,583,108,1 for wrist size options,619517269,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:58:46 UTC
3B6F54KMR2CXKDHPTUTRQ66EG441SB,227,15,"I got a message from DHL today about a shipment from Hong Kong, I am suspecting that is the Playbulb Gardens.",245390071,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 08:19:28 UTC
31KPKEKW4ADYW2F5MP3WMCD47OB0B5,440,53,"matthias, glad to hear you like the sound  but rather than speculating about the whereabouts a statement from the makers would be great!",460441829,A1T79J0XQXDDGC,0,A2RD843ESYKRP2,0,A32QBXDPHHSTOD,-1,A3HW4QDJB63OQ2,0,AQR70X1KIOP6B,1,0,2015-06-15 07:46:59 UTC
3RQVKZ7ZRKJIQ0FTOVVU0YKNLW4275,919,962,"Rob Trem Don Chen Im also backing Switchmate, and they just provided an update showing that Flipswitch is compatible with their product. That said, I cant see a use case in my life where that would be helpful since its the difference of taking my phone out to change the lights...",990028891,A16U1L4R6WV5G2,-1,A1T79J0XQXDDGC,0,A1ZFUBB7KVAT4G,1,A3HW4QDJB63OQ2,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:35:46 UTC
337F8MIIMZDEB3UW7AT9EY7YXWU04Z,973,39,all backers who do not get Keplers yet We will sent out all the tracking number to you one by one and tell you how to check it before this Saturday. Please simply wait to check it by yourself. Sorry for the inconvenience caused. Kepler Team Facebook Orvibo httpwww.facebook.comorviboshenzhen Twitter ORVIBO httpstwitter.comORVIBO,1050326222,A18JA2145UWXG,0,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,AQR70X1KIOP6B,0,AXMPSUNKUBEIL,0,0,2015-06-15 08:00:46 UTC
3UUIU9GZC55XNVVNJH0T31FHU3MT59,491,9,"Hallo Sebastian, danke fr dein Interesse! Schn, dass dir das Projekt gefllt  liebe Gre aus Wien, Felix und Leo",519098379,A1V6P1ZE6Q8YEW,0,A291KO368YRYCR,0,A2RD843ESYKRP2,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 07:57:06 UTC
302U8RURJZ1GQC5ISCWUY03OI92NV9,735,15,chirp,810597589,A32QBXDPHHSTOD,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,ANMWPCK7TJMZ8,0,0,2015-06-15 08:01:20 UTC
3087LXLJ6MGO9JRLRRPS524PMM30FN,478,12,"As reminder, see the Creator note from Feb 1, this thread is no longer monitored. Please ask questions on their forum at www.bootsindustries.comforum",499817227,A1T79J0XQXDDGC,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,0,AXMPSUNKUBEIL,0,0,2015-06-15 08:00:47 UTC
3WKGUBL7SZMR8ZJIW3FSCIZM0U5L4T,438,10,"Hey Craig, I think we may have a solution. Check back tomorrow ",457560773,A18JA2145UWXG,0,A1T79J0XQXDDGC,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AXMPSUNKUBEIL,0,0,2015-06-15 07:42:31 UTC
3BFNCI9LYKQ7BIBCSV9ZJ8PFRA473L,809,3,"Alvaro  I havent seen an email from you did you send it to anthony.clayzarthcode.com nor a PM here on kickstarter. Please, do one of those, and Ill get you a status asap. Makes it easier to find the info for your package",877840203,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,AKJ8CNFZH73K6,0,0,2015-06-15 07:52:04 UTC
3OQQD2WO8I6402S8BMDWAXFO5QFI3R,142,17,What spec computer is required to connect Verve 2 Does it require Windows Will it run with Linux Will it work if connected to a Raspberry Pi,146639722,A1PE0077HI218F,0,A3HW4QDJB63OQ2,0,A3KOVCQYR8K3HY,0,A9K0CV70JWG1W,0,ANMWPCK7TJMZ8,0,0,2015-06-15 08:34:53 UTC
30QQTY5GMKKRACOV7F506HFF4NO7UT,650,4,james were hard at work on an API. Version 2.0 of the SVmagnets will be a true MaaS Magnetism as a Service integration Platform. Ping me and Ill send you a Poetic License.,705315486,A1V6P1ZE6Q8YEW,0,A2RD843ESYKRP2,0,A3HW4QDJB63OQ2,0,AKJ8CNFZH73K6,0,AQR70X1KIOP6B,0,0,2015-06-15 08:12:46 UTC
35A1YQPVFEG7EHFCP51PPUD8JM65I4,495,26,"SODAQ, i dont see any shipping cost, this is with free shipping right",521363034,A1V6P1ZE6Q8YEW,0,A32QBXDPHHSTOD,0,A3KOVCQYR8K3HY,0,A9K0CV70JWG1W,0,ARX0S1CIDJLOX,0,0,2015-06-15 08:29:26 UTC
3SZYX62S5G0APXYG6EXSY5NZ56V75B,9,21,could the motor be replaced with a 220v version could you please post motor specs,6843207,A1PE0077HI218F,0,A2RD843ESYKRP2,0,A32QBXDPHHSTOD,0,A9K0CV70JWG1W,0,AQR70X1KIOP6B,0,0,2015-06-15 08:21:55 UTC
33N1S8XHHMLULP33OMNZMZ3H3J41ZG,334,1119,"Daniel I know they are already working on them the demos they showed are the windows version I believe. However, they said the stretch goals would allow them to immediately begin work on them, I just wanted to know how much of a delay there would be if they did not make those goals.",350192609,A1PE0077HI218F,0,A1T79J0XQXDDGC,0,A1V6P1ZE6Q8YEW,0,A3HW4QDJB63OQ2,0,A9K0CV70JWG1W,0,0,2015-06-15 08:27:58 UTC
