,comment_index,comments,keys
113040,2823,This begins to be a bad joke,1735427296
439332,49,"Hi Leo  Today was my birthday, so apologies for the delayed response. Weve been incredibly busy reaching out to press contacts, traveling for the holidays, and meeting with investors, so development has slowed down slightly since the campaign started. However, you can expect an update on the development of the iOS app and light with accompanying video later this week. John",1914657590
46334,49,"I created a Kickstarter account just to back this project up. I have a rMBP 13 late 2014 and ordered the one usb and one SD, the 25 USD option. I was wondering if the problem with the fit on the SD version will affect the transfer of data between the card and my laptop because I intend to use that one as my main back up for Time Machine and storage for my audioimage files. I posted this here so other people with the same concern can be addressed too, and Id also PM this message to you for a more direct response. Thank you for this wonderful project, and more power to you!",1215734185
71908,347,"The main point here that John state is Ainova lack of communication.which absolutely true.Daniel please dont speak for Ainova,it not gonna calm the storm unless whatever you say represent Ainova. People want a clear answer. I also have back on other projeck,lack of communication never occur. Well i am not suprise if lack of communication here is because Jaesa create by a few person that very busy finishing jaesa until dont have time to read comment here or they didnt actually hire a person to help them answer backer question. whatever that just my opinion, Ainova it okay to late update but please respond to backer concern or get contack with someone here to speak on your behalf .keep up with good work",350192609
243346,511,"Again please give me a refund or send me my product, and stop it with all the pointless updates.",1278036835
116696,1317,"Bob Puckett Youre absolutely right, and you can rest assured that we will not add any stretch goals that would delay the project. This pretty much rules out any hardware changes. However, we are interested in hearing all suggestions, which may be incorporated in the future Kickstarters.",136791303
164734,252,"I put this as the second worst, because at least some people got the product. But the fact that they are taking the product retail before fulfilling 9 month late prepaid commitments has me reconsidering.",550709039
77189,2083,"randy , hey where is bill anyways , hes been suspectly quiet of late , Im missing him lol",1844306983
310988,4579,"Peter Is my experience too, I have the CD. Shame Vini Reilly not well recognised. Other than by many other musicians and a hardcore miso following.",1152735261
266368,565,i say we all demand a refund!,1042353389
458372,97,"Sigh. just when you think its dead and gone, this zombie rises from the grave again. Now i have to start thinking I might get something out of this boondoggle again. Well, Ill just hope for the best. Ill still be happy if i get a working product... I guess. This is the only kickstarter out of 10 Ive backed that has gone belly up, so if they save it Ill be 10 for 10... Not bad i guess.",419441561
331284,150,"MD5 !!! Youre kidding Jack, right If you dont know why thats really, really bad... Google it.",2039148946
182204,299,"Hi Backers!, Anyone know how to report fraud or request refund to kickstarted",1621477234
46128,351,"Thanks for so many kind words, everyone! Our team is working late and they love reading this!",1661190565
70191,4,"So Ive finally gotten around to replacing the batteries in some of my beacons that had apparently been dead for over a month. Im assuming they died before the low battery notification feature went in, but if it was in the app already, well, it didnt work. I guess Ill find out after they die the next time. While the beacons do their job just fine, I gotta say that despite doing it multiple times now, I still mangle the beacons plastic opening. Please keep this in mind for any future version you guys make, as I wouldnt be surprised if Ive broken the water seal on at least one of mine trying to get it open. Ive found I need to use exactly the correct size screwdriver or I just make large gouges in the soft plastic. I actually like the feel of the plastic but please think about reinforcing that opening slot with some much harder material in the future.",1016357821
390952,767,"Its bad enough that this Kickstarter project has failed. It even worse that it failed so badly. Even worse than that is that Triggertrap was not upfront with the backers about the amount of development still left to be done prior to the start of the campaign. To add to the misery Triggertrap hid the real status from us as the project progressed. Then to top off the misery to the backers, two of the refund options allow them to keep the money in their own coffers store credit and Invest in RD. Its interesting that they chose the store credit as the default in the refund application. Sleezy!",469832614
110926,709,"What a shame this project is turning out to be. Lack of communication, failed promises and no response to any inquiries about changing addresses and such. What a waste of time and money on this garbage.",1735427296
465642,682,I would like a full refund. i will buy a raspberry PI2 and make a better device. Thx,617487840
364458,760,"Its natural to wish for dramatic closeup shots. But lets keep in mind the realworld limitations of any drone. Even if we assume that the electronic parts of the system have zero lag which is almost certainly not the case, the drone itself has inertia. Its a threepound flying object that cant change direction instantaneously. It takes a finite amount of time to alter the rotors rate of spin they have inertia too!, and still more time for the drone itself to tilt and begin to move in a new direction. Now lets suppose you are that motorcyclist in the video, and the AirDog is following you at five feet altitude and three feet away horizontally. You could easily swerve into the rotors before the drone could respond and move away... or a gust of wind could push the drone off its path in your direction. At best, you could end up with an unwanted haircut. At worst, serious facial lacerations could result. Ill say it again before launching any large flying object, we need to be thinking What could go wrong with this flight, and how can I avoid it AirDogs autofollowing technology is a wonderful accomplishment, but it isnt magic and it isnt idiotproof.",1349915702
1116,121,My guess is you have to change your pledge amount. Cancel or change your pledge and then claim the reward you want.,1904848907
35451,2306," People looking for a refund... this is by no means a late project by any stretch of the imagination. Its a complex product that is a couple of months behind, that is all. An equally complex project  Pebble  was 5 months late and massively more quiet than M3D team are. A considerably less complex project  GStick Mouse  is OVER 14 months late, and not even near completion with a project team that are completely unresponsive or interested in backers beyond taking the money. A delay of a couple of months, is nothing to worry about IMO when the team creating it are on here every day or so and engaged with backers on an almost daily basis. I think people are getting cold feet remarkably early.",1265992004
437793,28,"I agree with Anthony. This seems needless aside from being elementary school fair, as was the basic gist of the given reason for the windows version delay. Im wondering... a single license of Hitfilm 2 Ult allows 3 concurrent installations. Does this mean I can use the same license to install on a combination of Mac and Windows machines for a total of 3 machines Or, will we have to choose between windows and Mac versions If not the latter, is it the logistics of delivering two versions under one serial that is the actual reason for the Windows version delay I could understand more than Its not fair. Or, is it that the version we get now wouldnt have our names on a special screen, which is something I can get over REALLY quickly. In fact, Im already over it....  I bet there is a LARGE contingent of folks here who pledged because they could get the Windows version at a reduced cost. I also bet that this contributed greatly to the the Mac users even getting a Mac version at all, i.e. the success of the Kickstarter. please dont take this wrong. Im not trying to start a holy war here P The only reason I can imagine this being bad for the Windows users is if we got Windows version 2.x now, and version 2.x was shipped with the Mac version in November and we were stuck with 2.0x. Provided the Mac version ships in November. Would Mac users really feel betrayed if the windows users were allowed to have their serials now Would this cause a licensing nightmare for Hitfilm How many Mac users plan to install on both Mac AND Windows, and could use the Windows version now",397345909
3873,2368,"Another project I backed has been nearly radio silent, citing the same issue causing delays with every monthly update. Theyve been evasive and quite sketchy, leading backers to believe theyre a scam. Pirate3D on the other hand have been pretty responsive and forthcoming in all errors and delays and changes, and I am confident we will all be satisfied in the end. This is one of the better projects Ive backed.",653475927
319994,13585,"That Grateful Dead LE looks amazing! I hope theres more LEs with band logos to come, though it could make choosing one even more difficult",1152735261
402285,207,"Fastest kickstarter ever. It is already here, which is good, because the other kickstarter battery Legion is already dead. I have tested Zendure with my everyday life use, and it has stood up to it, and with the feel of Lime Fuel it will too. Good to see timely kickstarter projects making kickass products, rather than the I have an idea let me patent it and make shtitty products due to no competition and no urge to improve the product. Lime Fuel your love for details and quality shines through a from the packaging over Hugh gloss manual and charging cable having a bundling rubberband attached. I will promise to test it, and will it endure like the Zendure it will get my highest recommendations. Too early to tell 100 but it already feels like quality. Just like Legion felt like a cheap knockoff from the first touch.",1848784820
426432,2811,Definitely would prefer a delay in favor of a replaceable LED! Could be the difference between having to buy multiple gardens vs replacing a bulb and keeping for a long time.,658110891
79165,4059,"James Bailey  thanks but no thanks, last time I checked, I didnt sign up for your consumer protection program not sure about the rest of these folks. So if you are so concerned about this product, choose the prudent course of action and cancel your pledge and all your fearsworriesconspiracy theories will be gone  Peace, love and Donny Osmond!",1844306983
82376,996,"AFIF, wow, nice lazer table. bad that I missed out on it. maybe sometime in the future something will open up.",810165319
338494,42,"3Doodler was blocked in customs in Portugal, sent a mail asking for an invoice to WobbleWorks LLC straight away. Got an answer to apologize for the delay in answering and that they would answer that day. Never heard anything back. I guess my product is sent back or destroyed by now. Since I could not recuperate it, how should I get either the product or my money back now",101767263
281410,168,"update update my flyfit doesnt work at all the powerbutton is doa, I need a refund or an exchange as it does not work what so ever. Iv tryed resetting it, iv tryed letting it die and recharging it, iv tryed everything",1299500496
149542,56,creator I too would like the information on how to obtain a refund.,330114753
468905,301,I would like a refund please. I am one of the Canadian orders.,2056734343
261566,1169,I would like a refund please. Really pissed off with this project......tired of waiting.....and it sounds like this thing breaks really easy.,798944392
186549,1140,"It was wonderful to meet the creators at the event at University of Maryland yesterday. I posted some photos on their Facebook page. They were very nice and personable and answered ALOT of our questions. Creator i have another question, i want to upgrade from the 479 pledge to the deluxe. Should I cancel my pledge and just sign up for that one, or just add the difference to my current pledge And am I really missing out if i get the heat ready instead of the deluxe I am very sorry if this question has already been addressed. Thanks in advance.",1721280471
332000,156,"Wee Keat, our apologies for the delay. Well be sending out a thorough Kickstarter Update in a day or two. Weve been working hard for the past month and look forward to updating all of you on our progress. Of course, if you have or anyone else has any specific questions after the update dont hesitate to get it touch!",1287868340
157367,6874,"Fully given up on Radiate, if I could I would get a full refund. That is not possible, however, what is possible is that I will never order a single extra item from them now, and in the future. This lack of communication clearly shows you do not care about your customers or your product anymore. I personally have had the opportunity to start many companies and know exactly how it is. You will always have pissed off customers, but , you always will try to do everything to the best of your ability to satisfy them. You do this because your truly care and should know that word of mouth is the strongest type of advertisement. Sadly, you have let that go down the drain already. With your random updates that dont answer any questions and just look like verbal diarrhea. You have not shown us you still have the passion for this product, and looks like its a passion for money now. You will either be bought out by nike or underarmor, or have your concept taken by them and have it marketed with intensity. Either way, you will not succeed unless you pick it up and do a complete 180. Insanity is doing the same thing over and over again and expecting a different outcome. I hope you make some changes for your future... Some free advice Act professional, lose Instagram, Facebook, Twitter, etc. Dont confuse people and waste their time sending them from one site to another. What are you still in high school and think you need to keep up with the trends... use your site. Its there for a reason. Connects you with your customers. After Kickstarter backers have been satisfied. Move on to site development and marketing. Now is where you go into the world and spread the word. Join competitions, etc. This should get you thinking I hope! I really do wish for you to do well.",432703172
387633,491,"WigWag you have missed every single opportunity. I think it is not a matter of WigWag making mistakes, I think from the start your intentions were to deceive us. It is funny Kickstarter wants us to be respectful and considerate when posting comments but WigWag can SCREW backers! Kickstarter you have a responsibility to do the right thing and force them to refund. All backers, Has anyone explored if class action law suit is in order",941348329
248910,266,"When i read a lot posts here i think you dont understand crowdfunding. You are not buying a final product but an idea. This idea may even not be realized and this is the risk you take. You are Investors! So all please stop wining and seen the pictures im sure you all get your lights. The Tiger Helicopter got delayed 4 years and if you look at other products, most are delayed as sometimes thinks change. If you are not able to accept this, i would not invest anymore. Sorry i had to say this because im sick and tired to read always in any project such messages.",1265912756
225766,128,I too will be looking for a refund and go with my original plan of a garolite build plate. Unfortunate.,249842290
434542,48,Has anyone thought about disputing this with your credit card provider I bet if visa or mastercard got involved and got a refund that would make some waves. Thoughts,1699756683
421808,22,Still waiting for that refund turd.,922417514
110032,495,"Creator alright, thats good  I just saw LinusTechTips make a YouTube video about handy tech under 100 and they got a product from an Indiegogo campaign that was still being funded and I think I have seen some other crowd funded stuff before on their channel. I just thought that maybe they would be willing to make a video of the Ark. Then just some other channels like maybe Lamarr Wilson, Austin Evans, MKBHD havent seen videos of accessories lately but you should try or Tek Syndicate. Then theres round around tech, they have a YouTube channel and a blog so you could ask them too. Just throwing some names out there if you havent asked them yet.",1581016282
331355,221," SCAM WARNING  PULL YOUR PLEDGES  Its now clear why creator wont give any information about the product or their background this is unquestionably a scam and a clear breach of Kickstarter rules. Some facts for you... 1. The company is actually based in China the Delaware company whilst valid is a nothing more than a trading address to allow them to use funding sites which prohibit campaigns from China. Unfortunately, they slipped up on their TradeSparq account... httpwww.tradesparq.comusers144890MrHuprofile 2. The real company behind it is Shanghai Tongmiao Information Technology Co.,Ltd 3. It is owned by Hu Jun feng aka Jack Hu 4. You can reach him on 0862118621997925 or mobile number 18721978247, a Hong Kong number. Alternatively, email him on hujunfeng424gmail.com 5. Despite claiming The idea was born in March 2014, theyve been supplying bluetooth antilost devices since 2012 and used crowdfunding sites to fund these new products. i2Link httpwww.fundable.comshanghaitongmiaoinformationtechnologycoltd ItwoLink httpwww.ecvv.comproduct3910130.html httpwww.lovei2link.com Useful links httpwww.taiwantrade.com.twMAINenfrontsearchserv.do httphujunfeng424.en.ec21.com httpwww.ecvv.comcompanyhujunfeng424index.html httpwww.businessvibes.comcompanyprofileShanghaiTongmiaoInformationTechnologycoltd  SCAM WARNING  PULL YOUR PLEDGES ",2039148946
469958,1354,"I love how people always blame the platform when something goes bad. Kickstarter is not the problem here. This is not Kickstarters fault. They merely provide the means for potentially great companies that otherwise would not get their chance. You can go ahead and delete your kickstarter bookmark and app. Youll probably feel like you really showed them. This is David Wrobels fault. Its his project, its his mistakes. How can you correlate his problems as Kickstarters If Kickstarter did not provide the fail safe for refunds after funding, it would be hard to be a start up. Besides, youre the one who agreed to their terms and service, thats definitely in there. And hey, its your fault you backed this particular project, Kickstarter didnt make you do it. So keep blaming Kickstarter for those projects that fail. Its definitely completely their fault.  But anyway, if Kickstarter isnt your thing, you dont have to keep using it. Thats just fine. Just dont brand Kickstarter as bad because some people dont know how to run a start up. ",2056734343
205685,398,Im going to take the refund . 50 of something is better then 100 of nothing.,1276406064
251056,470,"About the Pico heaters, just to be sure We have to choose between 12 volts or 24 volts, wich one 12 Volts I thought The mount Flat plate mount Choice of nozzle size .35, .4, .5, or .6mm Different sizes possible Will it fit on the dual extruder model Have you guys already seen the makeVR campaign from Sixense on Kickstarter  Awesome software for 3D printing! Shame it is canceled for now, but they come back!",466070526
390218,33,"hi manfred! thanks for the link. there is also a very detailed blog post from kickstarter themselves explaining responsibility to project creators, making it VERY CLEAR that they have to deliver OR refund giving these two options the same value, so a refund must be full the same way the delivery has to be everything they promised. httpswww.kickstarter.comblogaccountabilityonkickstarter sadly, the interpretation of triggertrap is not even worth arguing about.. I contacted a few lawers and consumer rights groups and all of them agreed, that they would either have to deliver, or refund the FULL pledge they would even have to refund kickstarters commission, as its a fee they have to pay, not the backer. none of them could give me hint on how you could defend something like this in court. but well see  I know, triggertrap likes to think this is over...",469832614
111270,1053,"Thanks Paul  Rudy, I sent in the form as indicated. So Ill wait for your follow up. All and All when it did work I was very happy and people did want to have one, but now my unit is dead and wont charge no more . I understand these things happen and faulty units are a possibility, but thanks for your responses and support.",1735427296
345211,853,"so to verify, we can email for a refund, or twiddle our thumbs and wait for an eventual product, but either way its gonna take a long time and nobodies really gonna be happy in the end, am i reading things right XX fantuckingfrastic",798069470
434114,880,"Theres no fault, really. The cabinet, or who signed on because of it has nothing to do with development time. Things take time for a variety of reasons. Design changes, improvements, supplier delays all play a part. It is true that some people characterize participation in this project as merely a transaction for goods or services, which it decidedly is not. What most realize is that this is not a transaction. Its a group effort to visualize, support and execute on something that didnt exist previously. Although the cab is a part of the project, it is a secondary part, and the main part has to take precedence because it is more work and requires more persistence. The cabinets speaker and electronics are done. Weve selected a supplier to build the actual cabinetry although they are not a large outfit and are a bit backed up, which is fine actually. The minute we decide we need them to step up and be ready for model launch, they will be there. What about the transformer Heres the thing. We considered not even mentioning it because you guys dont really know what goes into transformer design and by discussing it, we open ourselves up to a lot of irrelevant questions. But we decided to talk about it for the very reason we did this as a KS project. Everybody has a vested interest in the project, so you might as well participate in the arcana, however grey such information may seem at times. Truth is, it took going through 3 suppliers to find the right partner for this particular part. We routinely deal with several transformer suppliers, and they all have their strengths and weaknesses. Our first choice of suppliers went AWOL on us early in the project. We could not get phone calls or emails answered after a week or so of initial conversations. After going to two other suppliers and getting unsatisfactory results we went back to the original party and tried to resurrect the communication. We basically told them that we wanted to know why they went quiet on us. Turns out, they somehow got the idea we were using their design engineering team to develop a prototype that we were going to have made offshore. So now, they have been reassured that they are the supplier we want on the project and they have provided the best proposal for the project. All that remains now is to test their sample which is slated to arrive this week. And FYI, a big part of the transformer design is that we dont want to increase the proposed product size unless we absolutely have to. It may seem like a silly challenge to some. After all, whats a half an inch here and there Simple answer A lot! We believe we can do it the way we originally intended and thats really the goal isnt it This is a project with a goal  several, actually, but mainly to accomplish what we set out to accomplish",882981503
347802,481,Will there be a huge delay for the ipad 3 model lily pads ps. I still dont have a working lilypad.,1032966918
257871,678,"After 2 attempts by the Los Angeles BBB to get a response from Quo and they have refused to answer, I finally sent a complaint to the California Attorney General. httpoag.ca.govcontactconsumercomplaintagainstbusinessorcompany All I want is a refund. He refuses to give a shipdate or a refund. 7 months is too long without communication. I wish it wouldnt come to this, but I feel I have no other recourse.",1280928860
18785,1998,"Testing,,Testing,,,Testing,,,,UPDATE,,,,ALERT...IN.................5.....4........3...........2.............1...............UPDATE............ No its a new delay on the update Maybe the update is on the Lima  Plug",1266811052
344150,10,"I too would like a refund. I understand and appreciate the challenges of innovating great products. But, over a year late is a bit tough, even for patient early adopters.",1445180115
266479,676,"Hello Ivee, I sent an email about this and you responded some time ago but wanted to know what is the process of cancelling the order for me now that it is November.",1042353389
331882,38,Come on people!!! The link guide to setting up the microcontroller block in the last update is dead! I want you guys to succeed. I really do. The Android App is a beta. The IOs app is not up to date. THERE IS NO DOCUMENTATION!!!!!!! I have my kit and cant use it! You make it really hard for anyone to speak up for you when you drop the ball like have have so often.,1287868340
171550,7068,"Branden We will probably have a poll very soon on whether we should delay for the tougher glass or not. The reason behind this is because from what weve seen, the opinion on this matter is very divided. Some people would want to have the device as soon as possible some would prefer waiting for the tougher glass.",550709039
257413,220,"Here is the important section from the Kickstarter information Is a creator legally obligated to fulfill the promises of their project Yes. Kickstarters Terms of Use require creators to fulfill all rewards of their project or refund any backer whose reward they do not or cannot fulfill. This is what creators see before they launch. We crafted these terms to create a legal requirement for creators to follow through on their projects, and to give backers a recourse if they dont. We hope that backers will consider using this provision only in cases where they feel that a creator has not made a good faith effort to complete the project and fulfill.",1280928860
288005,2355,"Ill just jump in here to remind everyone of the fact that the GameStick delivered to Golden egg had FOUR different defects, which speaks volumes about the situation. We were told that several delays were due to their desire to deliver a superb product. Four defects in one unit is something entirely different. Couple that with a very lack luster game library and there is a very justifiable reason for people to be significantly concerned.",918228637
208425,1290,"Aww damn, I got in for 39 but was too late at the end because of the time wasted entering payment detail.",9218382
116288,909,"Absolutely I think it is fair that you make professoinal videos. Because we actually reach goal 650k, but with your mistake you lose many backers. Anyway, you set new stretch goals too late and that was your TRICKY GAME to not reach goals  especially for 850k. Congratulations on this big success. I also think that you need to give us excellent SUPPORT and also all your plans, that you did not mention them, try to make them come true. Please answer honestly, what do you think",136791303
132839,393,"When i orderd my new Volkswagen beetle they promise me a delivery time 4 may 2012. I got finally my car end of july 2012. No apologies from them, reasons why or wathever. So i think not everything has to be explain but you can ask some advice of your backers in some major decisions. Sorry for my bad english ",1550263764
359247,376,"Ive only backed a couple of projects so far Apex on KS, and SkyBell on Indiegogo and both projects are experiencing delays Apex less so than SkyBell....for the time being with backers going berserk. I mean, even KS most famous project, Pebble watch, had a lengthy delay. I guess its the nature of the beast when it comes to Tech projects. That being said, it certainly does NOT want to make me back any further techrelated projects or any projects for that matter since completion deadlines are usually just general guidelines and not true deadlines. By the time I receive the items there will be better versions out on the market already.",1532482447
234401,21,"Mine arrived already smashed... I was reluctantly offered a refund if I agreed to post it back, half way around the planet. We would need it back as we have no way of knowing the item would actually be broke. Apparently a photo isnt enough. Poor product, poor customer service.",481954612
464184,28,"No celebratory message No Yay, were funded and eager to get started updates And no response to the question either... This is getting a little worrisome given that its been 7 days since the last updatecomment from you guys. Hope all is well Cant say this is not worrisome at the moment.  Elles dang it! Shouldve realized the underlying sarcastic tone. My bad, and yes, we will definitely meet again commento y commento...Also, thanks for the tip. I should be in NYC sometime in febmar, will definitely make it a point to visit it, sounds quite an interesting shop.",1117814212
213487,859,"Anyone look at the botObjects Printed samples gallery httpbotobjects.comlatestupdates They look an awful lot like renders to me. This thing is worse than vaporware.. its just a scam. Gizmodo and Popsci basically have articles quoting their press release, which botObjects then quoted as recognition. I havent bothered to check out the other media outlets shown on their home page, as I assume they are just as devoid of content.",1605249489
465270,310,"Man, a lot of you are getting your knickers in a twist for all the wrong reasons. Id be amazed if a tenth of the people on here demanding refunds even care about the DRM or understand what it is. Kickstarter isnt a shop and shouldnt be thought of as such. For every project that fails to meet its potential, there will be others that exceed in their plans. Isnt that part of the fun of KS For me, its less than 20 bucks, so its not worth the grief of potentially missing out on what might be a good product.",617487840
77618,2512,"Getting close now, provided no other unforeseen issues crop up late in the process. Really looking forward to getting my hands on the lamp, and just wanted to say thank you, Richard and Craig. I know how taxing it can be to get something new and innovative going, all the work it takes from concept to design and manufacturing to delivery. Thanks for the regular updates and all the best for your future success.",1844306983
107186,75,Please dont manufacture this device in that awful orange color. The blue is perfect.,1354327208
128807,767,"I sent two requests for refund the first one 2 weeks ago and no replies yet... So I decided to try through Amazon Payments but I get the following error  Service Disputes cannot be filed after 105 days from the transaction date , transaction date is 17 12 2011   I guess I will now try with the credit card company, hopefully it isnt too late.",1239090607
121826,425,Ca7ch youve been caught out! I want a refund.,1794155840
432749,122,You said you were posting the download link for 48 hours. Does that mean that after that we wont be able to download it again. Because I am away and wont be back to my computer until late tonight or tomorrow morning.,1184602737
105472,67,"One of the things I find to be absolutely ridiculous is, that they promised that they will deliver or REFUND all backers in one of the first updates. I asked for a refund multiple times now and obviously NOTHING happened. Unfortunately this project was my first and definitely last that I backed on Kickstarter. I fully comprehend that Kickstarter is trying not to scare away future creators, but they should at the very least get in touch and do something about the communication and false promises. We are not talking a couple weeks delay. We are talking about straight up fraudulent activities due false promises from the very beginning. It was promised that the speaker was almost ready to ship and that it would not take longer than 3 months to deliver them to our homes. 1 The speakers were FAR from ready 2 It has been around 1 12 years now 3 Promises of refunds are not being honored Even IF which I do not even doubt they will ship the speakers eventually, there may be significantly better products by that time, that I could have purchased instead. I therefore ask ONCE AGAIN for a refund. Regards",814709614
288046,2396,"Ricky, to be GPL compliant they need to publish the Kernel code, they do not have to publish their code for the android system in use. This means their proprietary code base will never be seen by us. However, this does not mean it isnt open. I believe they meant that saying youd be able to root it with relevant ease  Id be very surprised if they released a manual. At least this is how I understand it Without the proprietary code, we can not be sure that the Gamestick UI would allow non Gamestick SDK apps to show. That means installing the play store may also need a custom launcher  turning this into nothing more than one of those 60 HDMI Android devices. Christian, we are aware that we invested  we just dont appreciate theyre lack of early communication on delays, nor the fact that their are continual delays being added. Amongst other various issues",918228637
225106,489,"Same for me. Dont bother to send it to me. Keep the 39 I pledged and maybe you can pay 1 more hour to the developer to add functions to the iOS app as clearly there wont be any Android app. Seriously, Im not joking. First a complete change of design although Im quite sure everything was already planned, then the partnership with Soul, now the lack of Android app and dongle with dedicated application you never mentioned about it so I assume it was another BS. This is really close to be considered a scam.",1998154352
154925,4432,"David Harr  I have held my tongue for too long and nothing to show for it but broken promises, scam artist mastery, and a bunch of pissed off people. I had hoped against all hope this would come to fruition but after reading all the comments, seeing the crappy pictures, and STILL not having anything since these shirts were suppose to start going out in FebMar, Im fed up with RA. Even if I were to get the shirts and they were immaculate as Kenny fathomed they would be I would NEVER buy or tell someone to buy from this so called company. In short, Im in for any legal action.",432703172
207968,833,"Jon J, did you get an email about cancelation",9218382
343849,84,"Creator, aw snap... looks like we crossed the streams  Looks like you just answered my questions while I was writing them... thanks!",497439437
387516,374,Sent them a shaming tweet using sxswv2v. They replied pretty smartly saying a backer update was coming very soon.,941348329
53370,234,"One last thing... Most of the information around Kickstarter terms of service are available to all on the internet. There are also numerous articles that have been written, some about scams, some alleging fraud, others about actions taken legally and as well general discussions. I am posting for reference and education only. 1 Why Kickstarter cant and wont protect backers once a project is funded. June 27, 2012. Polygon httpwww.polygon.comgaming20126273099051backersrightswhatkickstarterfunderscanexpectwhentheypledge 2 Kickstarter project accused of fraud shuts down campaign. February 12, 2013. Digital Trends. httpm.digitaltrends.comgamingkickstarterprojectaccusedoffraudshutsdowncampaign 3 Kickstarter dodges responsibility for failed projects. September 4, 2012. VentureBeat httpventurebeat.com20120904kickstartercofounderfailedprojects 4 Board Game Geek Discussion Board  Some excellent points  must read! httpboardgamegeek.comthread988403whatcankickstarterdotopreventfraud 5 Kickstarter Cancels Aluminium Dice Fraud. February 27, 2013. Pins of War. httppinsofwar.comkickstarterfrau 6 Kickstarter pledge fatigue, scams, and stalled projects. February 1, 2013. AGBeat httpagbeat.comfinancekickstarterpledgefatiguescamsandstalledprojects 7 When Kickstarter Investors Want Their Money Back  Singh sues for breach of contract. January 10, 2013. INC.  Great article and must read. httpwww.inc.comericmarkowitzwhenkickstarterinvestorswanttheirmoneyback.html 8 Kickstarter failures revealed! What can you learn from Kickstarter failures INFOGRAPHIC. June 11, 2012. PPS Blogger httpwww.appsblogger.comkickstarterinfographic Interesting infographic around successes and failures. I personally think Kickstarter is a great crowdsourcing site and fills a necessary void, helping entrepreneurs to reach their dreams and aspirations. But that does not mean there are not challenges as there certainly are and I also believe as a young company Kickstarter that some of the issues brought up will be addressed going forward as it is difficult to have hindsight. I learned a lot from the above readings and more clearly understand the issues that not only Kickstarter faces but also what to look for when investing in projects. I wish Kickstarter well as they are needed avenue for aspiring entrepreneurs.",1806697040
3928,2423,Bryan VanAlmkerk  Theyre updating the forum by the looks of it. every time a page is being changed it comes up with the Bad Gateway.,653475927
288419,2769,"I love the idea of the game stick. Ive even defended play jam on their game stick Facebook page. But at this point.... Theyve lost all respect as a company that they ever could have earned. I live paycheck to paycheck, and dedicated money that could have been spent on more important things to find this product. I even went out of my way to get friends to fund this. Now I am embarrassed that I ever trusted these people. They havent shown this product in mass production yet, but they are able to record razrsp products on the lines. All try showed us was ONE unit being tested and a mold. At this point it seems like a scam. They spent a couple thousand to make some molds and have a good time touring factories in china, but not a single person in their entire staff has contacted anyone outside the company regarding this product In almost over a month. I suggest you start taking this project more seriously playjam, before people start digging.",918228637
381352,70,"When I missed with Solderdoodle Pro the Early Bird Special I was only a little bit annoyed. But now, when I miss it the second time, because you release it on a weekend and you did not inform your old early backers before, I am some kind of pissed. Good for some other people who have now a Early Bird Package, but bad for your first backers who belived in the project and spreaded the word.",458626388
345236,878,dai I would not say that was a scam. As thats what they were going to be. States on the main page that it would be an iCP with red buttons. I know some people have claimed they got bluegreen buttons as well.. or missing buttons... which is another story... I can understand being disappointed by it.. but its not really a scam.,798069470
193427,8,"bill, I cant tell if you are being serious. Your allegations are kind of silly. If the idea was viable and he needed vc then breaking promises and poor communication is not an excuse. Of course people will start complaining. As you noticed more people became more and more negative as time went on, why broken promises a video of a shot being pulled, and interiors... Then all of a sudden that machine disappeared. I was very positive at the start, I didnt listen to the naysayers... As I said before it wasnt what others said that makes me believe and say what I do, its the leadership at the top and what their actions and words have saiddone. Blame always goes to the top, if something fails it always falls on leadership. Being honest, laying out problems from the start, not lying... Thats how you keep people on your side. Most kickstarters deliver late. People dont get as pissed off as they have here. Why Because the creators stay honest, they say whats working what isnt. They engage the backers. They problem solve. None of these have been the way these creators have carried themselves on here. Maybe if they open up, stop being so secretive, invest their own money, and communicate more they may buy themselves some good grace. But attacking and ignoring backers is never the way to do that. In the end it may be 300 dollars gone. Dealing with dying people everyday, I have come to realize that there is much more important things then money. However, I am a man of my word, I believe in honor, so to feel as if I have been lied to, and been taken advantage of doesnt feel good. I will live to see another day, to help another human. Life is too precious. Good night all. sweet dreams.",650012718
386700,41,Victor Do you mean the smartphone app What would you like to know or see As for stretch goals  we decided to focus on delivering DISPLIO on time rather than introducing more features that might delay it.,1977988560
380434,218,"Monowear, brown leather bands delayed a week noooooo! Just kidding, I can wait an extra week maybe. Thanks, for the updates!",857576755
347205,346,"Hello, i got some thoughs for you, maybe you could implement them 1. Even you got the propeller savers installed, do you think it would be possible to add a small horizontal ring or at last and halfring to the outside to the unit It could be removeable and just to protect the propellers from hitting anything. You could place it on the flexible ring wich holds the gears of the wheel. Not serious but as you mentioned the water landing 2. Why not make it 100 waterproof and add a small propeller so it could swim in water I think the wheels could be used as rudder and with maybe with a bigger profile they could even be used to drive inside the water! D 3. I really like the idea of a adjustable camera but why not add a second camera to the bottom and giving the user the ability to switch them while recording And if my idea 2 would be implemented, i think the bottom camera could be waterproofed more easily then offering an adjustable camera. 4. If the B can support a GoPro cam mounted on top, could you offer an easy way to mount it E.g. with a replace able top cover Would also be willing to give some extra money for these fetaures!  PS Sorry for my bad english!",1316508417
